date,nav
2021-03-26,65.79040
2021-03-25,64.86400
2021-03-24,66.14120
2021-03-23,67.25210
2021-03-22,66.80210
2021-03-19,66.75290
2021-03-18,66.27190
2021-03-17,67.23230
2021-03-16,68.03440
2021-03-15,67.98140
2021-03-12,68.38530
2021-03-10,68.90640
2021-03-09,68.54100
2021-03-08,68.05120
2021-03-05,68.45400
2021-03-04,68.94310
2021-03-03,69.12730
2021-03-02,67.81400
2021-03-01,66.63360
2021-02-26,65.79060
2021-02-25,67.54930
2021-02-24,67.37510
2021-02-23,66.86440
2021-02-22,66.78850
2021-02-19,67.92120
2021-02-18,68.51850
2021-02-17,68.69670
2021-02-16,69.34180
2021-02-15,69.39970
2021-02-12,68.10070
2021-02-11,68.11780
2021-02-10,67.59000
2021-02-09,66.95630
2021-02-08,67.12980
2021-02-05,66.37720
2021-02-04,66.21600
2021-02-03,65.46140
2021-02-02,64.98170
2021-02-01,63.29090
2021-01-29,61.01280
2021-01-28,62.26460
2021-01-27,63.20010
2021-01-25,64.42040
2021-01-22,65.04580
2021-01-21,65.36360
2021-01-20,65.64150
2021-01-19,65.16440
2021-01-18,63.96970
2021-01-15,65.18070
2021-01-14,66.07550
2021-01-13,66.05340
2021-01-12,66.90930
2021-01-11,67.18550
2021-01-08,66.77000
2021-01-07,65.75040
2021-01-06,65.87410
2021-01-05,66.38710
2021-01-04,65.56810
2021-01-01,64.98200
2020-12-31,64.68050
2020-12-30,64.54470
2020-12-29,64.01140
2020-12-28,63.94890
2020-12-24,63.46840
2020-12-23,63.04420
2020-12-22,62.37500
2020-12-21,61.97540
2020-12-18,63.65400
2020-12-17,63.30900
2020-12-16,62.98740
2020-12-15,62.62150
2020-12-14,62.26950
2020-12-11,61.96060
2020-12-10,61.94250
2020-12-09,61.85660
2020-12-08,61.36440
2020-12-07,61.17340
2020-12-04,61.02140
2020-12-03,60.73940
2020-12-02,60.35070
2020-12-01,60.50830
2020-11-27,60.23530
2020-11-26,59.79820
2020-11-25,59.10820
2020-11-24,60.10290
2020-11-23,59.82240
2020-11-20,59.13440
